Intercept_params,cs_p13_1[T.Primaria]_params,cs_p13_1[T.Secundaria]_params,cs_p13_1[T.Preparatoria o bachillerato]_params,cs_p13_1[T.Profesional]_params,cs_p13_1[T.Maestría]_params,cs_p13_1[T.Doctorado]_params,sex[T.Mujer]_params,t_loc[T.Urbano]_params,emp_ppal[T.informal]_params,emp_ppal[T.formal]_params,exp_params,np.square(exp)_params,R2,Fecha,Intercept_bse,cs_p13_1[T.Primaria]_bse,cs_p13_1[T.Secundaria]_bse,cs_p13_1[T.Preparatoria o bachillerato]_bse,cs_p13_1[T.Profesional]_bse,cs_p13_1[T.Maestría]_bse,cs_p13_1[T.Doctorado]_bse,sex[T.Mujer]_bse,t_loc[T.Urbano]_bse,emp_ppal[T.informal]_bse,emp_ppal[T.formal]_bse,exp_bse,np.square(exp)_bse
1.4845479776528547,0.19289075358492747,0.35011441664045795,0.5463929213524469,1.1228382574913915,1.6360021581348798,1.8415438645294713,-0.15032762671320998,0.28805826476121943,0.6385708739853434,0.8459771036675089,0.03270783320195925,-0.00040943668944466396,0.2827907283902662,2005-01-01,0.009241534869479142,0.010135195517250296,0.01112645980730061,0.011980714424926948,0.012043201403813451,0.021564710157986382,0.05282232742787391,0.0043841085401580505,0.006118562933620084,0.004707975191203502,0.005549134398334098,0.0005053384954114401,7.067588646391193e-06
1.489962884788398,0.19312913937543505,0.3446731398173849,0.5384488885437928,1.1261539182806926,1.6402908078469276,1.75432731705516,-0.14951912885290342,0.27969134855341254,0.6394804636167617,0.8504824211716336,0.032555348847211084,-0.00041203078735698833,0.2956035105883855,2005-04-01,0.008945433116652374,0.009798917317392289,0.010737159947286317,0.011566742993642087,0.011608984555686245,0.020625378687261706,0.05162768117577743,0.0042047080775001805,0.005938091596062254,0.004552570080263225,0.005371103992628392,0.0004866842519846188,6.790767465404322e-06
1.5213824402972236,0.15964731140758762,0.31621216046341927,0.5049114167426291,1.0754591850133741,1.6138855550476645,1.7990714942631745,-0.16574102072448105,0.27839696783927403,0.6522630235588656,0.8691194167383595,0.0323204523365095,-0.00040657258034785957,0.2832265288898346,2005-07-01,0.00910863383866786,0.010066913569849586,0.011000835835439515,0.011792760906272208,0.011911851164435583,0.02129717411899179,0.05592856754212448,0.004266085783940685,0.006039514006538564,0.0046350549801891325,0.005452472215240081,0.0004897648956909528,6.836376696122254e-06
1.5072929629306424,0.18800829342788988,0.3504865816589169,0.5315810884902628,1.1187205303015748,1.6450371944007007,1.891418478602287,-0.1490463897233053,0.2698497576027827,0.6452672083508277,0.8620257545798148,0.03275149822008062,-0.0004079659671993686,0.2970891336137528,2005-10-01,0.008877638339036428,0.009885720867220416,0.010785500199356387,0.011543349230276964,0.011604931161110794,0.019988181494759817,0.05135820662837828,0.0041227152894468926,0.005866348193794955,0.004514238894003203,0.005318546829642899,0.0004755741669004872,6.6693723315713395e-06
1.5101112025299979,0.18359821954244593,0.34009533299120953,0.5136025043566709,1.1020371668719826,1.6114151172256885,1.8056951275063597,-0.13108968768600401,0.2780935107481446,0.6465505087561322,0.8635606937738596,0.03279223710225803,-0.0004151456359297145,0.29453376029658573,2006-01-01,0.008903382987314551,0.009913224828603188,0.010804083781832917,0.011571679998089479,0.01165897414532793,0.02028922464417509,0.05380379297621417,0.00412926607866758,0.005841789461529574,0.00452244862422768,0.005335856944235401,0.00047580916404075445,6.6533175637015785e-06
1.5659875883487409,0.16859793018365063,0.3225172273406036,0.4981718887210488,1.0758756763684787,1.5866511204137639,1.7832039629536853,-0.13301769564034452,0.2709267802748071,0.6732724967131759,0.8927150916355633,0.03179111328402121,-0.0004062559687431352,0.286474383305071,2006-04-01,0.009004295537806429,0.010105217125215523,0.011012403253818805,0.01176632950682009,0.011860991950342995,0.020176591565929037,0.05296593451043935,0.004178232911084201,0.005913547028676666,0.004580528782842409,0.005388208392115832,0.00048151292947750095,6.754842069883244e-06
1.5468866921968056,0.18125796676351608,0.3315657147759997,0.5053171269447237,1.0684285593502847,1.6027313892377506,1.8038908682124497,-0.1432906427123781,0.27506991747827325,0.6708607186031074,0.8760259735936988,0.03144742886523444,-0.00039402790856056194,0.27778043514038775,2006-07-01,0.00902402428257004,0.010225566445846483,0.011127032438695457,0.011861922511599182,0.011998505559676301,0.020501489056689196,0.05290588205572073,0.004175074506463451,0.005925019030277815,0.004597233406141906,0.005387366738114313,0.0004776784146081988,6.711160043917984e-06
1.5518082045532027,0.16700910197610006,0.32830309191683205,0.5028310921651965,1.0856104480264324,1.5771799396544872,1.7617692048233888,-0.13122963722110068,0.2597973517844712,0.673571598647973,0.8782366059052263,0.031980047733652324,-0.00040270859639616633,0.2888161243854447,2006-10-01,0.008960536821693376,0.010192344614798137,0.011089658970946293,0.011813517583468176,0.011904303635441073,0.019701960746324555,0.047967750543657456,0.004129655117320891,0.005840375620574782,0.004570150818894701,0.0053507500302010435,0.00047566422267284874,6.709451135786657e-06
1.5765137430498837,0.17469480020220413,0.30654528196273867,0.48436574840155855,1.0557273746766325,1.5621631838683812,1.6902501925047686,-0.13381821649462128,0.2766124903697795,0.6834140537259926,0.8930996893238913,0.030511654113430188,-0.00038705261757397626,0.28215115117116174,2007-01-01,0.009007189597719033,0.010225540767009348,0.011108769675430584,0.011847895226510375,0.01196087682122729,0.020204865719175062,0.05102435261078957,0.004152204560060007,0.005853440586920246,0.00459054026672913,0.005382552153687126,0.0004786750671617156,6.737446923983305e-06
1.5981727880935044,0.16242901068532695,0.311171355079708,0.4836879779949033,1.0422673943265308,1.5377162946608374,1.7482892879687564,-0.14432791696319322,0.2657761677945385,0.6953174274546388,0.9028553606388606,0.03109082970205064,-0.00039449616088800847,0.27692740347863654,2007-04-01,0.009067275100099534,0.010352405077109049,0.011219607448367258,0.011938997143339946,0.01204673540486723,0.020090375111838372,0.05119436190619085,0.004143097480189805,0.0058734201860411875,0.0046210782154430885,0.005400565565129196,0.00048103815435897296,6.79429055028146e-06
